unitid,source,bucket,canonical_title,supporting_raw_titles,program_conf_max,program_conf_reasons
199847,crawl,african,African Studies,African Studies|African Studies Minor,90,bare_studies_name|anchor_phrase|bucket_match:african|strong_token|anchor_phrase|bucket_match:african
199847,crawl,black,African American Studies,African American Studies,70,bare_studies_name|bucket_match:black
199847,crawl,black,African American Studies Major,"African American Studies Major, Minor",70,strong_token|bucket_match:black
199847,crawl,ethnic,American Ethnic Studies,American Ethnic Studies|American Ethnic Studies Minor,90,bare_studies_name|anchor_phrase|bucket_match:ethnic|strong_token|anchor_phrase|bucket_match:ethnic
201441,crawl,ethnic,Ethnic Studies,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
201441,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
201441,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
201885,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
202134,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
202480,crawl,race,Race and Ethic Studies,Race and Ethic Studies,70,bare_studies_name|bucket_match:race
202480,crawl,race,Race and Ethnic Studies,Race and Ethnic Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:race
202523,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
203535,crawl,african,African Diaspora Studies,African Diaspora Studies,70,bare_studies_name|bucket_match:african
203535,crawl,african,African Diaspora Studies concentration,African Diaspora Studies concentration,70,strong_token|bucket_match:african
204024,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
204185,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
204185,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
204501,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
204501,crawl,africana,Engaged Africana Studies,Engaged Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
204501,crawl,africana,More in Africana Studies,More in Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
204501,crawl,black,African American Music,African American Music Minor,70,strong_token|bucket_match:black
204501,crawl,mena,Middle East and North Africa Studies,Middle East and North Africa Studies,70,bare_studies_name|bucket_match:mena
204501,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
204796,crawl,ethnic,Comparative Ethnic and American Studies,Comparative Ethnic and American Studies,70,bare_studies_name|bucket_match:ethnic
204857,crawl,african,African Studies,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
204857,crawl,black,African American Studies,African American Studies,70,bare_studies_name|bucket_match:black
204909,crawl,africana,"Africana, Gender, and Identity Studies","Africana, Gender, and Identity Studies",70,bare_studies_name|bucket_match:africana
204909,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
206589,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
206589,crawl,africana,Africana studies major makes connection with Wooster alumnus in legal field,Africana studies major makes connection with Wooster alumnus in legal field,90,strong_token|anchor_phrase|bucket_match:africana
206589,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
206604,crawl,black,African and African American Studies,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
206695,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
206695,crawl,africana,Minor in Africana Studies,Minor in Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
206695,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
206695,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
209056,crawl,ethnic,Ethnic Studies,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
209056,crawl,mena,Middle East and North Africa Studies,Middle East and North African Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:mena
209542,crawl,ethnic,Ethnic Studies,Ethnic Studies Minor,90,strong_token|anchor_phrase|bucket_match:ethnic
209542,crawl,ethnic,Ethnic Studies Graduate,Ethnic Studies Graduate Minor,90,strong_token|anchor_phrase|bucket_match:ethnic
209542,crawl,ethnic,Ethnic Studies Graduate Minor Minor College of Liberal Arts Graduate Corvallis MAIS,Ethnic Studies Graduate Minor Minor College of Liberal Arts Graduate Corvallis MAIS,90,strong_token|anchor_phrase|bucket_match:ethnic
209542,crawl,ethnic,Ethnic Studies Minor Minor College of Liberal Arts Undergraduate Corvallis,Ethnic Studies Minor Minor College of Liberal Arts Undergraduate Corvallis,90,strong_token|anchor_phrase|bucket_match:ethnic
209542,crawl,ethnic,Ethnic Studies Undergraduate,"Ethnic Studies Undergraduate Major (BA, BS, HBA, HBS)",100,strong_token|degree_token|anchor_phrase|bucket_match:ethnic
209542,crawl,ethnic,"Ethnic Studies Undergraduate Major (BA, BS, HBA, HBS) Major College of Liberal Arts Undergraduate Corvallis BA, HBA BS, HBS","Ethnic Studies Undergraduate Major (BA, BS, HBA, HBS) Major College of Liberal Arts Undergraduate Corvallis BA, HBA BS, HBS",100,strong_token|degree_token|anchor_phrase|bucket_match:ethnic
209542,cv,ethnic,Ethnic Studies,Ethnic Studies,100,bare_studies_name|anchor_phrase|bucket_match:ethnic|cv_bonus
209551,crawl,african,African studies,African studies,90,bare_studies_name|anchor_phrase|bucket_match:african
209551,crawl,black,Black studies,Black studies,90,bare_studies_name|anchor_phrase|bucket_match:black
209551,crawl,ethnic,Ethnic studies,Ethnic studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
209551,cv,ethnic,Ethnic Studies,Ethnic Studies,100,bare_studies_name|anchor_phrase|bucket_match:ethnic|cv_bonus
209807,crawl,black,Black Studies,Black Studies,90,bare_studies_name|anchor_phrase|bucket_match:black
209807,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
210401,cv,ethnic,Ethnic Studies,Ethnic Studies,100,bare_studies_name|anchor_phrase|bucket_match:ethnic|cv_bonus
211273,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
211273,crawl,mena,Middle Eastern and North African Studies,"Middle Eastern, Central Asian, and North African Studies",70,anchor_phrase|compound_anchor|bucket_match:mena
211291,crawl,african,African Studies,African Studies|Majors and Minors The African Studies Minor|The African Studies Minor,100,bare_studies_name|anchor_phrase|bucket_match:african|strong_token|anchor_phrase|bucket_match:african|strong_token|anchor_phrase|compound_anchor|bucket_match:african
211291,crawl,black,Critical Black Studies,Critical Black Studies,90,bare_studies_name|anchor_phrase|bucket_match:black
211291,crawl,ethnic,Race and Ethnicity Studies,Race and Ethnicity Studies,70,bare_studies_name|bucket_match:ethnic
212009,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
212009,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
212577,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
212577,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
212577,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
212674,crawl,africana,Africana Studies,"Africana Studies|Africana Studies - Major, Minor",90,bare_studies_name|anchor_phrase|bucket_match:africana|strong_token|anchor_phrase|bucket_match:africana
212674,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
212911,crawl,africana,Africana Studies,African and Africana Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:africana
213385,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
213543,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
213543,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
214175,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
214175,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
214175,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
215062,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
215062,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
215293,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
215293,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
216287,crawl,africana,Bryn Mawr College Africana Studies,Bryn Mawr College Africana Studies Program,90,strong_token|anchor_phrase|bucket_match:africana
216287,crawl,africana,Haverford College Africana Studies,Haverford College Africana Studies Program,90,strong_token|anchor_phrase|bucket_match:africana
216287,crawl,africana,University of Pennsylvania Africana Studies,University of Pennsylvania Africana Studies Program,90,strong_token|anchor_phrase|bucket_match:africana
216287,crawl,black,Black Studies,Black Studies,90,bare_studies_name|anchor_phrase|bucket_match:black
216287,crawl,black,What Can I Do with a Black Studies,What Can I Do with a Black Studies Major,90,strong_token|anchor_phrase|bucket_match:black
216287,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
216287,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
216287,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
216339,crawl,black,Africology and African American Studies,Africology and African American Studies|Africology and African American Studies Major|Bachelor of Arts in Africology and African American Studies|Master of Arts in Africology and African American Studies,70,bare_studies_name|bucket_match:black|degree_phrase|bucket_match:black|strong_token|bucket_match:black
216339,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
216524,crawl,black,Africana Studies,African American and Africana Studies|African American and Africana Studies Program,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black|strong_token|anchor_phrase|compound_anchor|bucket_match:black
216764,crawl,black,African American Studies,African American Studies Program,70,strong_token|bucket_match:black
216764,crawl,black,Minor in African American Studies,Minor in African American Studies,100,strong_token|bare_studies_name|bucket_match:black
216764,crawl,black,Minor in African/​African American Literature,Minor in African/​African American Literature,70,strong_token|bucket_match:black
216764,crawl,ethnic,Minor in Ethnic Studies,Minor in Ethnic Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:ethnic
217156,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
217156,crawl,ethnic,Ethnic Studies,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
217156,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
217156,cv,ethnic,Ethnic Studies,Ethnic Studies,100,bare_studies_name|anchor_phrase|bucket_match:ethnic|cv_bonus
217420,crawl,africana,Africana Studies,Africana Studies|Africana Studies Program|With our Africana Studies bachelor's degree you'll shift paradigms and create new ways of seeing and knowing.,100,bare_studies_name|anchor_phrase|bucket_match:africana|strong_token|anchor_phrase|bucket_match:africana|strong_token|anchor_phrase|compound_anchor|bucket_match:africana
217420,crawl,africana,Jalisa Torres: From Africana Studies Major to Housing Advocate,Jalisa Torres: From Africana Studies Major to Housing Advocate,90,strong_token|anchor_phrase|bucket_match:africana
217420,crawl,africana,Minor in Africana Studies,Minor in Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
217420,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
217484,crawl,africana,"Africana Studies, B.A.","Africana Studies, B.A.",70,degree_token|anchor_phrase|bucket_match:africana
217864,crawl,black,Minor in African American Studies,Minor in African American Studies,100,strong_token|bare_studies_name|bucket_match:black
217882,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
218964,crawl,black,African-American Studies,African-American Studies,70,bare_studies_name|bucket_match:black
218973,crawl,black,African and African American Studies,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
218973,crawl,mena,Middle Eastern and North African Studies,Middle Eastern and North African Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:mena
220075,crawl,black,Black American Studies,Black American Studies Minor,70,strong_token|bucket_match:black
221351,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
221351,crawl,africana,Major in Africana Studies,Major in Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
221351,crawl,africana,Minor in Africana Studies,Minor in Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
221351,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
221351,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
221519,crawl,black,African and African American Studies,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
221999,crawl,black,African-American and Diaspora Studies,African-American and Diaspora Studies,70,bare_studies_name|bucket_match:black
221999,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
225511,crawl,black,African American Studies,"African American Studies|African American Studies, Minor",70,bare_studies_name|bucket_match:black|strong_token|bucket_match:black
225511,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
228723,crawl,africana,AFST -​ Africana Studies,AFST -​ Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
228778,crawl,african,African and African Diaspora Studies,African and African Diaspora Studies,70,bare_studies_name|bucket_match:african
228778,crawl,ethnic,Ethnic Studies,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
228981,crawl,ethnic,Ethnic studies,Ethnic studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
231624,crawl,africana,Africana Studies,Africana Studies|Africana Studies at W and M,90,anchor_phrase|compound_anchor|bucket_match:africana|bare_studies_name|anchor_phrase|bucket_match:africana
231624,crawl,africana,Africana Studies Program fund,Africana Studies Program fund,90,strong_token|anchor_phrase|bucket_match:africana
231624,crawl,africana,Contact Africana Studies,Contact Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
231624,crawl,africana,Major in Africana Studies,Major in Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
231624,crawl,africana,Minor in Africana Studies,Minor in Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
231624,crawl,africana,Support Africana Studies,Support Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
232982,crawl,black,African American and African Studies,African American and African Studies (B.A./B.S.),100,degree_token|anchor_phrase|compound_anchor|bucket_match:black
232982,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
233921,crawl,ethnic,Ethnic Studies,"Global, Government, and Ethnic Studies",100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:ethnic
234030,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
234076,crawl,black,African American and African Studies,African American and African Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
234076,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
234207,crawl,africana,Africana Studies,Africana Studies|Africana Studies Minor|Africana Studies at W and L,90,anchor_phrase|compound_anchor|bucket_match:africana|bare_studies_name|anchor_phrase|bucket_match:africana|strong_token|anchor_phrase|bucket_match:africana
235097,crawl,africana,Africana Studies,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
235097,crawl,africana,BA-Interdisciplinary Studies: Africana Studies,BA-Interdisciplinary Studies: Africana Studies,100,degree_token|bare_studies_name|anchor_phrase|bucket_match:africana
235097,crawl,africana,Minor-Africana Studies,Minor-Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
235097,cv,ethnic,Ethnic Studies,Ethnic Studies,100,bare_studies_name|anchor_phrase|bucket_match:ethnic|cv_bonus
236595,crawl,black,African and African American Studies,"African and African American Studies Program|African and African American Studies, Minor|El Hadji Malick Ndiaye, PhD Associate Professor, French Associate Professor, African and African American Studies|Minor, African and African American Studies|Saheed Adejumobi, PhD Associate Professor, History Affiliated with African and African American Studies and Film Studies",100,degree_token|anchor_phrase|compound_anchor|bucket_match:black|strong_token|anchor_phrase|compound_anchor|bucket_match:black|strong_token|bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
236939,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
237011,crawl,ethnic,Ethnic Studies,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
237057,crawl,ethnic,"Indigeneity, Race and Ethnicity Studies","Indigeneity, Race and Ethnicity Studies",70,bare_studies_name|bucket_match:ethnic
237057,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
239017,crawl,ethnic,Ethnic Studies,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
239017,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
240189,crawl,black,African American Studies,African American Studies,70,bare_studies_name|bucket_match:black
240189,crawl,race,Race and Ethnic Studies,Race and Ethnic Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:race
240329,crawl,race,"Race, Gender and Sexuality Studies","Race, Gender and Sexuality Studies|Race, Gender and Sexuality Studies program",70,bare_studies_name|bucket_match:race|strong_token|bucket_match:race
240374,crawl,ethnic,Ethnic Studies,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
240444,crawl,african,African Studies,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
240444,crawl,black,Afro-American Studies,Afro-American Studies,70,bare_studies_name|bucket_match:black
240453,crawl,african,African and African Diaspora Studies,"African and African Diaspora Studies|African and African Diaspora Studies, Minor",70,bare_studies_name|bucket_match:african|strong_token|bucket_match:african
240453,crawl,african,"African and African Diaspora Studies Major , Minor , Master's , Doctoral","African and African Diaspora Studies Major , Minor , Master's , Doctoral",70,strong_token|bucket_match:african
240453,crawl,african,"African and African Diaspora Studies, BA Undergraduate Major Letters and Science","African and African Diaspora Studies, BA Undergraduate Major Letters and Science",100,strong_token|degree_token|bucket_match:african
240453,crawl,african,"African and African Diaspora Studies, Minor Undergraduate Letters and Science","African and African Diaspora Studies, Minor Undergraduate Letters and Science Minor",70,strong_token|bucket_match:african
240453,crawl,ethnic,Comparative Ethnic Studies,Comparative Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
240453,crawl,ethnic,Comparative Ethnic Studies Certificate,Comparative Ethnic Studies Certificate,90,strong_token|anchor_phrase|bucket_match:ethnic
240453,crawl,ethnic,Ethnic Studies,"Comparative Ethnic Studies, Undergraduate Certificate Undergraduate Certificate Letters and Science",100,strong_token|anchor_phrase|compound_anchor|bucket_match:ethnic
240453,crawl,mena,Middle Eastern and North African Studies,"Middle Eastern and North African Studies|Middle Eastern and North African Studies Certificate|Middle Eastern and North African Studies, Undergraduate Certificate Undergraduate Certificate Letters and Science",100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:mena|strong_token|anchor_phrase|compound_anchor|bucket_match:mena
240453,crawl,race,Racial and Social Justice in Education Certificate,Racial and Social Justice in Education Certificate,70,strong_token|bucket_match:race
240453,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
240727,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
243744,crawl,african,African Studies,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
243744,crawl,black,African and African American Studies,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
243744,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
243744,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
486840,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
